verification_sample_id,raw_date,candidate_course_label,local_off_time,race_type_raw,race_name_raw,verified_race_type,race_type_agrees,verification_status,primary_evidence_url,secondary_audit_url,evidence_note
GBRT-106,2016-07-18,Cartmel,17:25,Hurdle,Racing UK Anywhere Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/cartmel/18-07-16,https://www.racingpost.com/results/2016-07-18,Published result identifies the sampled event as a Hurdle.
GBRT-107,2016-11-09,Bangor-on-Dee,15:30,Hurdle,Cammell Laird Juvenile Maiden Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/bangor-on-dee/09-11-16,https://www.racingpost.com/results/2016-11-09,Published result identifies the sampled event as a Hurdle.
GBRT-108,2016-11-11,Newcastle,14:15,Hurdle,Coopers Marquees Mares Maiden Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/newcastle/11-11-16,https://www.racingpost.com/results/2016-11-11,Published result identifies the sampled event as a Hurdle.
GBRT-109,2016-11-26,Newcastle,12:05,Hurdle,New EBF National Hunt Maiden Hurdle (Qualifier),Hurdle,True,verified_external,https://www.horseracing.net/results/newcastle/26-11-16,https://www.racingpost.com/results/2016-11-26,Published result identifies the sampled event as a Hurdle.
GBRT-110,2017-01-16,Ayr,13:10,Hurdle,Racing UK Novices Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/ayr/16-01-17,https://www.racingpost.com/results/2017-01-16,Published result identifies the sampled event as a Hurdle.
GBRT-111,2017-02-26,Southwell,16:10,Hurdle,Infinity Racing Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/southwell/26-02-17,https://www.racingpost.com/results/2017-02-26,Published result identifies the sampled event as a Hurdle.
GBRT-112,2017-04-03,Ludlow,14:00,Hurdle,Oyster Communications Novices Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/ludlow/03-04-17,https://www.racingpost.com/results/2017-04-03,Published result identifies the sampled event as a Hurdle.
GBRT-113,2017-09-11,Perth,15:05,Hurdle,Edinburgh Gin Handicap Hurdle (Qualifier For The Northern Lights Stayers Hurdle Series),Hurdle,True,verified_external,https://www.horseracing.net/results/perth/11-09-17,https://www.racingpost.com/results/2017-09-11,Published result identifies the sampled event as a Hurdle.
GBRT-114,2017-10-21,Market Rasen,14:50,Hurdle,Lincoln Lager Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/market-rasen/21-10-17,https://www.racingpost.com/results/2017-10-21,Published result identifies the sampled event as a Hurdle.
GBRT-115,2017-10-24,Exeter,14:20,Hurdle,Read Noel Fehily At 188Bet Amateur Riders Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/exeter/24-10-17,https://www.racingpost.com/results/2017-10-24,Published result identifies the sampled event as a Hurdle.
GBRT-116,2017-12-06,Ludlow,13:30,Hurdle,Alfa Aggregates Products Mares Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/ludlow/06-12-17,https://www.racingpost.com/results/2017-12-06,Published result identifies the sampled event as a Hurdle.
GBRT-117,2017-12-21,Towcester,13:25,Hurdle,totepool Caroline Beesley Memorial Handicap Hurdle,Hurdle,True,verified_external,https://thehorsesmouth.co.uk/races/12582-totepool-caroline-beesley-memorial-handicap-hurdle,https://www.racingpost.com/results/2017-12-21,Published result identifies the sampled event as a Hurdle.
GBRT-118,2018-03-11,Market Rasen,16:10,Hurdle,188Bet Faller Refunds At Cheltenham Thursday Handicap Hurdle (Challenger Staying Hurdle Series Qual),Hurdle,True,verified_external,https://www.horseracing.net/results/market-rasen/11-03-18,https://www.racingpost.com/results/2018-03-11,Published result identifies the sampled event as a Hurdle.
GBRT-119,2018-03-21,Haydock,15:50,Hurdle,Howdens Joinery Novices Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/haydock/21-03-18,https://www.racingpost.com/results/2018-03-21,Published result identifies the sampled event as a Hurdle.
GBRT-120,2018-05-26,Cartmel,14:05,Hurdle,Cartmel Sticky Toffee Pudding Novices Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/cartmel/26-05-18,https://www.racingpost.com/results/2018-05-26,Published result identifies the sampled event as a Hurdle.
GBRT-121,2018-07-01,Uttoxeter,14:35,Hurdle,bet365 Novices Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/uttoxeter/01-07-18,https://www.racingpost.com/results/2018-07-01,Published result identifies the sampled event as a Hurdle.
GBRT-122,2018-07-09,Worcester,15:25,Hurdle,Audley Ellerslie Luxury Retirement Village Novices Hurdle (ARC Summer Novices Brush Hurdle Series),Hurdle,True,verified_external,https://www.horseracing.net/results/worcester/09-07-18,https://www.racingpost.com/results/2018-07-09,Published result identifies the sampled event as a Hurdle.
GBRT-123,2018-10-08,Stratford,15:20,Hurdle,Bet At racinguk.com Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/stratford/08-10-18,https://www.racingpost.com/results/2018-10-08,Published result identifies the sampled event as a Hurdle.
GBRT-124,2019-10-09,Ludlow,12:15,Hurdle,Confederation Of Forest Industries Ltd Juvenile Maiden Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/ludlow/09-10-19,https://www.racingpost.com/results/2019-10-09,Published result identifies the sampled event as a Hurdle.
GBRT-125,2019-10-21,Plumpton,16:10,Hurdle,SIS Supports Bob Champion Cancer Trust Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/plumpton/21-10-19,https://www.racingpost.com/results/2019-10-21,Published result identifies the sampled event as a Hurdle.
GBRT-126,2019-12-26,Market Rasen,15:25,Hurdle,Paul Barratt Bookmaker Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/market-rasen/26-12-19,https://www.racingpost.com/results/2019-12-26,Published result identifies the sampled event as a Hurdle.
GBRT-127,2020-01-01,Musselburgh,14:50,Hurdle,Betway Heed Your Hunch Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/musselburgh/01-01-20,https://www.racingpost.com/results/2020-01-01,Published result identifies the sampled event as a Hurdle.
GBRT-128,2020-08-23,Cartmel,12:45,Hurdle,Follow @williamhillracing On Twitter Novices Hurdle (GBB Race),Hurdle,True,verified_external,https://www.horseracing.net/results/cartmel/23-08-20,https://www.racingpost.com/results/2020-08-23,Published result identifies the sampled event as a Hurdle.
GBRT-129,2020-10-13,Huntingdon,14:00,Hurdle,MansionBet Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/huntingdon/13-10-20,https://www.racingpost.com/results/2020-10-13,Published result identifies the sampled event as a Hurdle.
GBRT-130,2020-12-10,Newcastle,14:25,Hurdle,Watch And Bet At MansionBet Handicap Hurdle (Div II),Hurdle,True,verified_external,https://www.horseracing.net/results/newcastle/10-12-20,https://www.racingpost.com/results/2020-12-10,Published result identifies the sampled event as a Hurdle.
GBRT-131,2021-02-22,Southwell,15:20,Hurdle,Download The At The Races App Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/southwell/22-02-21,https://www.racingpost.com/results/2021-02-22,Published result identifies the sampled event as a Hurdle.
GBRT-132,2021-05-24,Ludlow,13:15,Hurdle,G.C.Rickards Novices Handicap Hurdle (Div I),Hurdle,True,verified_external,https://www.horseracing.net/results/ludlow/24-05-21,https://www.racingpost.com/results/2021-05-24,Published result identifies the sampled event as a Hurdle.
GBRT-133,2021-06-03,Uttoxeter,16:40,Hurdle,Free Tips Daily On attheraces.com Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/uttoxeter/03-06-21,https://www.racingpost.com/results/2021-06-03,Published result identifies the sampled event as a Hurdle.
GBRT-134,2021-11-12,Worcester,15:50,Hurdle,Free Replays On attheraces.com Mares Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/worcester/12-11-21,https://www.racingpost.com/results/2021-11-12,Published result identifies the sampled event as a Hurdle.
GBRT-135,2022-04-14,Cheltenham,14:40,Hurdle,Catesby Estates PLC Mares Handicap Hurdle () (NHMOPS Bonus Race) (GBB Race),Hurdle,True,verified_external,https://www.horseracing.net/results/cheltenham/14-04-22,https://www.racingpost.com/results/2022-04-14,Published result identifies the sampled event as a Hurdle.
GBRT-136,2022-10-22,Kelso,17:10,Hurdle,Play Paddys Pick 5 At racingtv.com Cond Jockeys Handicap Hurdle (Go North Brindisi Breeze Qual),Hurdle,True,verified_external,https://www.horseracing.net/results/kelso/22-10-22,https://www.racingpost.com/results/2022-10-22,Published result identifies the sampled event as a Hurdle.
GBRT-137,2023-05-22,Ffos Las,15:50,Hurdle,Welsh Cottage Cakes Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/ffos-las/22-05-23,https://www.racingpost.com/results/2023-05-22,Published result identifies the sampled event as a Hurdle.
GBRT-138,2023-11-18,Uttoxeter,15:22,Hurdle,Direct Commercial Flooring Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/uttoxeter/18-11-23,https://www.racingpost.com/results/2023-11-18,Published result identifies the sampled event as a Hurdle.
GBRT-139,2024-02-25,Hereford,16:40,Hurdle,Watch & Bet At PlanetSportBet Novices Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/hereford/25-02-24,https://www.racingpost.com/results/2024-02-25,Published result identifies the sampled event as a Hurdle.
GBRT-140,2024-03-20,Market Rasen,14:30,Hurdle,Easter Sunday & Centenary Celebration Raceday Junior National Hunt Hurdle (GBB Race),Hurdle,True,verified_external,https://www.horseracing.net/results/market-rasen/20-03-24,https://www.racingpost.com/results/2024-03-20,Published result identifies the sampled event as a Hurdle.
GBRT-141,2024-04-12,Fakenham,15:43,Hurdle,horsepwr.co.uk For Welfare Facts & Information Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/fakenham/12-04-24,https://www.racingpost.com/results/2024-04-12,Published result identifies the sampled event as a Hurdle.
GBRT-142,2024-08-17,Market Rasen,UNRESOLVED,Hurdle,C&L Fairburn Property Development Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/market-rasen/17-08-24,https://www.racingpost.com/results/2024-08-17,Published result identifies the sampled event as a Hurdle.
GBRT-143,2024-11-03,Huntingdon,13:33,Hurdle,Follow Us On X @betrhino Maiden Hurdle (GBB Race),Hurdle,True,verified_external,https://www.horseracing.net/results/huntingdon/03-11-24,https://www.racingpost.com/results/2024-11-03,Published result identifies the sampled event as a Hurdle.
GBRT-144,2024-11-05,Warwick,14:25,Hurdle,Trustatrader Approved & Reviewed Tradespeople Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/warwick/05-11-24,https://www.racingpost.com/results/2024-11-05,Published result identifies the sampled event as a Hurdle.
GBRT-145,2025-02-19,Ludlow,14:30,Hurdle,Luke Watson Memorial Maiden Hurdle (GBB Race),Hurdle,True,verified_external,https://www.horseracing.net/results/ludlow/19-02-25,https://www.racingpost.com/results/2025-02-19,Published result identifies the sampled event as a Hurdle.
GBRT-146,2025-03-12,Cheltenham,14:40,Hurdle,Coral Cup Handicap Hurdle (Premier Handicap) (GBB Race),Hurdle,True,verified_external,https://www.horseracing.net/results/cheltenham/12-03-25,https://www.racingpost.com/results/2025-03-12,Published result identifies the sampled event as a Hurdle.
GBRT-147,2026-01-24,Uttoxeter,13:22,Hurdle,Happy 50th Birthday Sara Maiden Hurdle (GBB Race),Hurdle,True,verified_external,https://www.horseracing.net/results/uttoxeter/24-01-26,https://www.racingpost.com/results/2026-01-24,Published result identifies the sampled event as a Hurdle.
GBRT-148,2026-03-26,Warwick,15:58,Hurdle,Betano Boosted Odds Every UK Race Mares Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/warwick/26-03-26,https://www.racingpost.com/results/2026-03-26,Published result identifies the sampled event as a Hurdle.
GBRT-149,2026-04-17,Ayr,13:45,Hurdle,Slater Menswear Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/ayr/17-04-26,https://www.racingpost.com/results/2026-04-17,Published result identifies the sampled event as a Hurdle.
GBRT-150,2026-05-14,Perth,16:18,Hurdle,Edinburgh Gin Seaside Handicap Hurdle,Hurdle,True,verified_external,https://www.horseracing.net/results/perth/14-05-26,https://www.racingpost.com/results/2026-05-14,Published result identifies the sampled event as a Hurdle.
GBRT-151,2015-01-10,Wetherby,15:55,NH Flat,Racing UK Anywhere Available Now Fillies Junior Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/wetherby/10-01-15,https://www.racingpost.com/results/2015-01-10,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-152,2015-02-17,Taunton,17:20,NH Flat,League of Friends of Taunton Hospitals Standard National Hunt Flat Race (Conditional And Amateur),NH Flat,True,verified_external,https://www.horseracing.net/results/taunton/17-02-15,https://www.racingpost.com/results/2015-02-17,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-153,2015-03-24,Southwell,17:25,NH Flat,Nottinghamshire Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/southwell/24-03-15,https://www.racingpost.com/results/2015-03-24,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-154,2015-03-27,Wetherby,16:30,NH Flat,Flat Racing Comes Next - Sunday 26th April Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/wetherby/27-03-15,https://www.racingpost.com/results/2015-03-27,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-155,2015-04-17,Fontwell,16:20,NH Flat,Jan Gilbert 37th?? Birthday Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/fontwell/17-04-15,https://www.racingpost.com/results/2015-04-17,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-156,2015-05-12,Wincanton,17:05,NH Flat,Wincanton Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/wincanton/12-05-15,https://www.racingpost.com/results/2015-05-12,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-157,2016-01-12,Ludlow,16:00,NH Flat,Racing UK Profits Returned To Racing Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/ludlow/12-01-16,https://www.racingpost.com/results/2016-01-12,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-158,2016-06-22,Worcester,UNRESOLVED,NH Flat,Allelys General Haulage Standard Open National Hunt Flat Race (Div I),NH Flat,True,verified_external,https://www.horseracing.net/results/worcester/22-06-16,https://www.racingpost.com/results/2016-06-22,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-159,2017-02-02,Wincanton,16:45,NH Flat,Carling Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/wincanton/02-02-17,https://www.racingpost.com/results/2017-02-02,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-160,2017-02-10,Kempton,16:50,NH Flat,Jeff Crafts Zero To Sixty Maiden Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/kempton/10-02-17,https://www.racingpost.com/results/2017-02-10,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-161,2017-02-15,Towcester,16:40,NH Flat,Haygain Hay Steamers Clean Healthy Forage Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://thehorsesmouth.co.uk/races/1209-haygain-hay-steamers-clean-healthy-forage-standard-open-nh-flat-race,https://www.racingpost.com/results/2017-02-15,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-162,2017-02-26,Fontwell,17:00,NH Flat,Collect totepool Winnings At Betfred Shops Maiden Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/fontwell/26-02-17,https://www.racingpost.com/results/2017-02-26,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-163,2017-03-12,Warwick,17:30,NH Flat,10% Money Back At Cheltenham Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/warwick/12-03-17,https://www.racingpost.com/results/2017-03-12,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-164,2017-04-09,Market Rasen,17:15,NH Flat,Play Saturday Night Takeaway At 32Red.com Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/market-rasen/09-04-17,https://www.racingpost.com/results/2017-04-09,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-165,2017-04-25,Ludlow,17:10,NH Flat,Heath Farm Meats Intermediate Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/ludlow/25-04-17,https://www.racingpost.com/results/2017-04-25,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-166,2018-02-04,Musselburgh,16:20,NH Flat,bet365 Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/musselburgh/04-02-18,https://www.racingpost.com/results/2018-02-04,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-167,2018-02-16,Fakenham,16:55,NH Flat,Fakenham Maiden Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/fakenham/16-02-18,https://www.racingpost.com/results/2018-02-16,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-168,2018-03-26,Market Rasen,17:20,NH Flat,Play Blackjack At 188Bet Casino Mares Maiden Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/market-rasen/26-03-18,https://www.racingpost.com/results/2018-03-26,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-169,2018-05-08,Exeter,20:20,NH Flat,Cleave Lustleigh Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/exeter/08-05-18,https://www.racingpost.com/results/2018-05-08,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-170,2018-10-31,Fakenham,16:00,NH Flat,Pudding Norton Standard National Hunt Flat Race (Conditional Jockeys And Amateur Riders Race),NH Flat,True,verified_external,https://www.horseracing.net/results/fakenham/31-10-18,https://www.racingpost.com/results/2018-10-31,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-171,2018-11-27,Lingfield (AW),12:30,NH Flat,starsports.bet Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/lingfield/27-11-18,https://www.racingpost.com/results/2018-11-27,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-172,2018-12-03,Musselburgh,15:15,NH Flat,Like Racing UK On Facebook Now Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/musselburgh/03-12-18,https://www.racingpost.com/results/2018-12-03,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-173,2019-01-01,Cheltenham,15:50,NH Flat,EBF Stallions & Cheltenham Pony Club (A Standard Open National Hunt Flat Race) (),NH Flat,True,verified_external,https://www.horseracing.net/results/cheltenham/01-01-19,https://www.racingpost.com/results/2019-01-01,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-174,2019-01-01,Exeter,16:05,NH Flat,David Lewis Steam Coal Maiden Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/exeter/01-01-19,https://www.racingpost.com/results/2019-01-01,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-175,2019-03-07,Wincanton,17:30,NH Flat,starsportsbet.co.uk Maiden Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/wincanton/07-03-19,https://www.racingpost.com/results/2019-03-07,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-176,2019-10-10,Worcester,15:20,NH Flat,Gamble Responsibly With MansionBet Maiden Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/worcester/10-10-19,https://www.racingpost.com/results/2019-10-10,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-177,2020-01-03,Musselburgh,15:35,NH Flat,Betway Casino Standard Open National Hunt Flat Race,NH Flat,True,verified_external,https://www.horseracing.net/results/musselburgh/03-01-20,https://www.racingpost.com/results/2020-01-03,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-178,2021-03-14,Warwick,17:22,NH Flat,#MerryCheltmas With MansionBet Standard Open National Hunt Flat Race (GBB Race),NH Flat,True,verified_external,https://www.horseracing.net/results/warwick/14-03-21,https://www.racingpost.com/results/2021-03-14,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-179,2021-04-13,Newton Abbot,16:35,NH Flat,Newton Abbot Maiden Open National Hunt Flat Race (GBB Race),NH Flat,True,verified_external,https://www.horseracing.net/results/newton-abbot/13-04-21,https://www.racingpost.com/results/2021-04-13,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-180,2021-05-05,Kelso,16:35,NH Flat,racingtv.com Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,True,verified_external,https://www.racingpost.com/results/27/kelso/2021-05-05/781595,https://www.racingpost.com/results/2021-05-05,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-181,2021-10-24,Aintree,17:20,NH Flat,Jewson Southport Bispham Road EBF Mares Open National Hunt Flat Race (Cat 1 Elimination) (GBB),NH Flat,True,verified_external,https://www.racingpost.com/results/32/aintree/2021-10-24/793611,https://www.racingpost.com/results/2021-10-24,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-182,2021-11-24,Hereford,15:40,NH Flat,Read Davy Russell On starsportsbet.co.uk Open National Hunt Flat Race (Category 1 Elimination) (GBB),NH Flat,True,verified_external,https://www.horseracing.net/results/hereford/24-11-21,https://www.racingpost.com/results/2021-11-24,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-183,2021-11-24,Wetherby,15:20,NH Flat,EBF Stallions Mares Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,True,verified_external,https://www.horseracing.net/results/wetherby/24-11-21,https://www.racingpost.com/results/2021-11-24,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-184,2022-01-15,Warwick,16:05,NH Flat,Racing TV Free For A Month Newcomers National Hunt Flat Race (GBB Race),NH Flat,True,verified_external,https://www.horseracing.net/results/warwick/15-01-22,https://www.racingpost.com/results/2022-01-15,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-185,2022-03-26,Kelso,16:21,NH Flat,Go North Jodami Series Final Open National Hunt Flat Race (GBB Race),NH Flat,True,verified_external,https://www.horseracing.net/results/kelso/26-03-22,https://www.racingpost.com/results/2022-03-26,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-186,2022-05-18,Southwell,UNRESOLVED,NH Flat,Racecourse Branding @ signsolutions.org Open National Hunt Flat Race (Category 1 Elimination) (GBB),NH Flat,True,verified_external,https://www.horseracing.net/results/southwell/18-05-22,https://www.racingpost.com/results/2022-05-18,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-187,2022-06-10,Newton Abbot,20:36,NH Flat,newtonabbotracing.com Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,True,verified_external,https://www.racingpost.com/results/39/newton-abbot/2022-06-10/812362,https://www.racingpost.com/results/2022-06-10,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-188,2022-09-18,Plumpton,16:50,NH Flat,Thank You Your Majesty Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,True,verified_external,https://www.horseracing.net/results/plumpton/18-09-22,https://www.racingpost.com/results/2022-09-18,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-189,2022-11-05,Kelso,15:55,NH Flat,Racing TV Free For 31 Days Open NH Flat Race (Category 1 Elim) (Go North Jodami Series Qual) (GBB),NH Flat,True,verified_external,https://www.racingpost.com/results/27/kelso/2022-11-05/822729,https://www.racingpost.com/results/2022-11-05,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-190,2022-11-13,Cheltenham,16:00,NH Flat,Autism In Racing At Cheltenham Open National Hunt Flat Race () (GBB Race),NH Flat,True,verified_external,https://www.racingpost.com/results/11/cheltenham/2022-11-13/823851,https://www.racingpost.com/results/2022-11-13,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-191,2023-01-28,Doncaster,16:25,NH Flat,Good Luck Beep Beep Burrow Open National Hunt Flat Race (Go North Jodami Series Qualifier) (GBB),NH Flat,True,verified_external,https://www.horseracing.net/results/doncaster/28-01-23,https://www.racingpost.com/results/2023-01-28,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-192,2023-03-17,Doncaster,17:15,NH Flat,Sky Sports Racing HD Virgin 535 Open Maiden National Hunt Flat Race (Category 3 Elimination) (GBB),NH Flat,True,verified_external,https://www.racingpost.com/results/15/doncaster/2023-03-17/833485,https://www.racingpost.com/results/2023-03-17,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-193,2023-04-22,Bangor-on-Dee,16:30,NH Flat,tote Wrexham FC Good Luck Tonight Junior National Hunt Flat Race (Cat 1 Elim) (GBB) (Div I),NH Flat,True,verified_external,https://www.racingpost.com/results/4/bangor-on-dee/2023-04-22/835939,https://www.racingpost.com/results/2023-04-22,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-194,2023-11-09,Ludlow,16:20,NH Flat,Rea Valley Tractors Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,True,verified_external,https://www.racingpost.com/results/34/ludlow/2023-11-09/851790,https://www.racingpost.com/results/2023-11-09,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-195,2024-01-15,Hereford,16:10,NH Flat,Watch And Bet At PlanetSportBet Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,True,verified_external,https://www.racingpost.com/results/24/hereford/2024-01-15/857211,https://www.racingpost.com/results/2024-01-15,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-196,2024-03-02,Newbury,16:40,NH Flat,Stewart Wright Memorial Mares Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,True,verified_external,https://www.racingpost.com/results/36/newbury/2024-03-02/860142,https://www.racingpost.com/results/2024-03-02,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-197,2024-04-04,Southwell,15:05,NH Flat,Download The Racecourse App Raceday Ready Mares Standard NH Flat Race (Cond/Amateurs) (Cat 1) (GBB),NH Flat,True,verified_external,https://www.racingpost.com/results/61/southwell/2024-04-04/862221/,https://www.racingpost.com/results/2024-04-04,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-198,2025-01-19,Windsor,16:10,NH Flat,Fitzdares Berkshire Winter Million Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,True,verified_external,https://www.horseracing.net/results/windsor/19-01-25,https://www.racingpost.com/results/2025-01-19,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-199,2025-10-26,Aintree,16:05,NH Flat,Racing TV Mares Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,True,verified_external,https://www.racingpost.com/results/32/aintree/2025-10-26/904386,https://www.racingpost.com/results/2025-10-26,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
GBRT-200,2025-11-27,Taunton,15:52,NH Flat,South West Rail Solutions Ltd Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,True,verified_external,https://www.racingpost.com/racecards/73/taunton/2025-11-27/906565/at-a-glance,https://www.racingpost.com/results/2025-11-27,Published result identifies the sampled event as a National Hunt Flat/N_H_Flat race.
